#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome","NC_016845.1",706845,707318,"-",11845657,,"KPHS_06670","YP_005224967.1",157,"threonine/serine exporter"
"chromosome","NC_016845.1",707309,708085,"-",11845658,,"KPHS_06680","YP_005224968.1",258,"paral putative membrane protein"
"chromosome","NC_016845.1",708158,708337,"+",11845659,,"KPHS_06690","YP_005224969.1",59,"hypothetical protein KPHS_06690"
"chromosome","NC_016845.1",708365,709549,"+",11845660,,"KPHS_06700","YP_005224970.1",394,"4-hydroxybenzoate 3-monooxygenase"
"chromosome","NC_016845.1",709566,710447,"+",11845661,,"KPHS_06710","YP_005224971.1",293,"putative AraC-type regulatory protein"
"chromosome","NC_016845.1",710713,711435,"+",11845662,,"KPHS_06720","YP_005224972.1",240,"response regulator transcription factor"
"chromosome","NC_016845.1",711396,712070,"+",11845663,,"KPHS_06730","YP_005224973.1",224,"2-component transcriptional regulator"
"chromosome","NC_016845.1",712076,712534,"-",11845664,,"KPHS_06740","YP_005224974.1",152,"YbaK/EbsC family protein"
"chromosome","NC_016845.1",712873,714216,"+",11845665,,"KPHS_06750","YP_005224975.1",447,"chitibiose transporter ChbC"
"chromosome","NC_016845.1",714266,715054,"-",11845666,,"KPHS_06760","YP_005224976.1",262,"ferric hydroximate transport ferric iron reductase"
"chromosome","NC_016845.1",715161,716207,"-",11845667,,"KPHS_06770","YP_005224977.1",348,"putative transmembrane protein"
"chromosome","NC_016845.1",716231,716401,"-",11845668,,"KPHS_06780","YP_005224978.1",56,"hypothetical protein KPHS_06780"
"chromosome","NC_016845.1",716409,716711,"+",11845669,,"KPHS_06790","YP_005224979.1",100,"tryptophan-specific transport protein"
"chromosome","NC_016845.1",717224,718252,"-",11845670,,"KPHS_06800","YP_005224980.1",342,"16S ribosomal RNA m2G1207 methyltransferase"
"chromosome","NC_016845.1",718355,718768,"+",11845671,,"KPHS_06810","YP_005224981.1",137,"DNA polymerase III subunit psi"
"chromosome","NC_016845.1",718737,719183,"+",11845672,,"KPHS_06820","YP_005224982.1",148,"ribosomal-protein-alanine N-acetyltransferase"
"chromosome","NC_016845.1",719198,719875,"+",11845673,,"KPHS_06830","YP_005224983.1",225,"nucleotidase"
"chromosome","NC_016845.1",719966,721555,"+",11845674,,"KPHS_06840","YP_005224984.1",529,"peptide chain release factor 3"
"chromosome","NC_016845.1",721775,722395,"+",11845675,,"KPHS_06850","YP_005224985.1",206,"hyperosmotically inducible periplasmic protein"
"chromosome","NC_016845.1",722525,722686,"+",11845676,,"KPHS_06860","YP_005224986.1",53,"DUF1328 domain-containing protein"
"chromosome","NC_016845.1",722840,723913,"+",11845677,,"KPHS_06870","YP_005224987.1",357,"putative transcriptional regulator"
"chromosome","NC_016845.1",723910,724704,"+",11845678,,"KPHS_06880","YP_005224988.1",264,"putative hydrolase"
"chromosome","NC_016845.1",724835,726112,"+",11845679,,"KPHS_06890","YP_005224989.1",425,"putative Na+ dependent nucleoside transporter"
"chromosome","NC_016845.1",726508,727308,"+",11845680,,"KPHS_06900","YP_005224990.1",266,"deoxyribose-phosphate aldolase"
"chromosome","NC_016845.1",727422,728744,"+",11845681,,"KPHS_06910","YP_005224991.1",440,"thymidine phosphorylase"
"chromosome","NC_016845.1",728797,730020,"+",11845682,,"KPHS_06920","YP_005224992.1",407,"phosphopentomutase"
"chromosome","NC_016845.1",730123,730842,"+",11845683,,"KPHS_06930","YP_005224993.1",239,"purine nucleoside phosphorylase"
"chromosome","NC_016845.1",730923,731939,"-",11845684,,"KPHS_06940","YP_005224994.1",338,"lipoate-protein ligase A"
"chromosome","NC_016845.1",731939,732586,"-",11845685,,"KPHS_06950","YP_005224995.1",215,"YtjB family periplasmic protein"
"chromosome","NC_016845.1",732691,733662,"+",11845686,,"KPHS_06960","YP_005224996.1",323,"3-phosphoserine phosphatase"
"chromosome","NC_016845.1",733672,735054,"+",11845687,,"KPHS_06970","YP_005224997.1",460,"DNA repair protein RadA"
"chromosome","NC_016845.1",735076,736308,"+",11845688,,"KPHS_06980","YP_005224998.1",410,"nicotinamide-nucleotide adenylyltransferase"
"chromosome","NC_016845.1",736401,738068,"-",11845689,,"KPHS_06990","YP_005224999.1",555,"ATPase"
"chromosome","NC_016845.1",738297,740234,"+",11845690,,"KPHS_07000","YP_005225000.1",645,"soluble lytic murein transglycosylase"
"chromosome","NC_016845.1",740323,740652,"+",11845691,,"KPHS_07010","YP_005225001.1",109,"Trp operon repressor"
"chromosome","NC_016845.1",740639,741154,"-",11845692,,"KPHS_07020","YP_005225002.1",171,"thiamin metabolism associated protein"
"chromosome","NC_016845.1",741268,741915,"+",11845693,,"KPHS_07030","YP_005225003.1",215,"phosphoglycerate mutase"
"chromosome","NC_016845.1",741912,742781,"-",11845694,,"KPHS_07040","YP_005225004.1",289,"right origin-binding protein"
"chromosome","NC_016845.1",742991,743464,"+",11845695,,"KPHS_07050","YP_005225005.1",157,"protein CreA"
"chromosome","NC_016845.1",743477,744166,"+",11845696,,"KPHS_07060","YP_005225006.1",229,"DNA-binding response regulator CreB"
"chromosome","NC_016845.1",744166,745590,"+",11845697,,"KPHS_07070","YP_005225007.1",474,"catabolite repression sensor kinase"
"chromosome","NC_016845.1",745651,747009,"+",11845698,,"KPHS_07080","YP_005225008.1",452,"cell envelope integrity protein CreD"
"chromosome","NC_016845.1",747072,747788,"-",11845699,,"KPHS_07090","YP_005225009.1",238,"two-component response regulator"
"chromosome","NC_016845.1",748421,749107,"+",11845700,,"KPHS_07100","YP_005225010.1",228,"putative RNA methyltransferase"
"chromosome","NC_016845.1",749150,749266,"+",11845701,,"KPHS_07110","YP_005225011.1",38,"hypothetical protein KPHS_07110"
"chromosome","NC_016845.1",749468,751930,"+",11845702,,"KPHS_07120","YP_005225012.1",820,"bifunctional aspartokinase I/homoserine dehydrogenase I"
"chromosome","NC_016845.1",751932,752861,"+",11845703,,"KPHS_07130","YP_005225013.1",309,"homoserine kinase"
"chromosome","NC_016845.1",752865,754145,"+",11845704,,"KPHS_07140","YP_005225014.1",426,"threonine synthase"
"chromosome","NC_016845.1",754461,754838,"+",11845705,,"KPHS_07150","YP_005225015.1",125,"hypothetical protein KPHS_07150"
"chromosome","NC_016845.1",754907,755680,"-",11845706,,"KPHS_07160","YP_005225016.1",257,"peroxide stress protein YaaA"
"chromosome","NC_016845.1",755758,757188,"-",11845707,,"KPHS_07170","YP_005225017.1",476,"inner membrane transport protein"
"chromosome","NC_016845.1",757391,758344,"+",11845708,,"KPHS_07180","YP_005225018.1",317,"transaldolase B"
"chromosome","NC_016845.1",758444,759031,"+",11845709,,"KPHS_07190","YP_005225019.1",195,"molybdenum cofactor biosynthesis protein"
"chromosome","NC_016845.1",759151,760455,"+",11845710,,"KPHS_07200","YP_005225020.1",434,"low-affinity transport system, proline permease II"
"chromosome","NC_016845.1",760518,761084,"-",11845711,,"KPHS_07210","YP_005225021.1",188,"inner membrane protein YaaH"
"chromosome","NC_016845.1",761173,761898,"-",11845712,,"KPHS_07220","YP_005225022.1",241,"acidic protein MsyB"
"chromosome","NC_016845.1",761926,762330,"-",11845713,,"KPHS_07230","YP_005225023.1",134,"DUF2541 family protein"
"chromosome","NC_016845.1",762716,764632,"+",11845714,,"KPHS_07240","YP_005225024.1",638,"molecular chaperone DnaK"
"chromosome","NC_016845.1",764720,765853,"+",11845715,,"KPHS_07250","YP_005225025.1",377,"chaperone protein DnaJ"
"chromosome","NC_016845.1",765983,767206,"+",11845716,,"KPHS_07260","YP_005225026.1",407,"sodium/proton antiporter NhaA"
"chromosome","NC_016845.1",767261,768157,"+",11845717,,"KPHS_07270","YP_005225027.1",298,"transcriptional activator NhaR"
"chromosome","NC_016845.1",768167,768280,"+",11845718,,"KPHS_07280","YP_005225028.1",37,"hypothetical protein KPHS_07280"
"chromosome","NC_016845.1",768277,768462,"-",11845719,,"KPHS_07290","YP_005225029.1",61,"30S ribosomal protein S20"
"chromosome","NC_016845.1",768921,769808,"+",11845720,,"KPHS_07300","YP_005225030.1",295,"bifunctional riboflavin kinase/FMN adenylyltransferase"
"chromosome","NC_016845.1",769816,772668,"+",11845721,,"KPHS_07310","YP_005225031.1",950,"isoleucine-tRNA ligase"
"chromosome","NC_016845.1",772668,773168,"+",11845722,,"KPHS_07320","YP_005225032.1",166,"lipoprotein signal peptidase"
"chromosome","NC_016845.1",773284,773733,"+",11845723,,"KPHS_07330","YP_005225033.1",149,"FKBP-type peptidyl-prolyl cis-trans isomerase"
"chromosome","NC_016845.1",773735,774685,"+",11845724,,"KPHS_07340","YP_005225034.1",316,"4-hydroxy-3-methylbut-2-enyl diphosphate reductase"
"chromosome","NC_016845.1",774752,775666,"+",11845725,,"KPHS_07350","YP_005225035.1",304,"ribonucleoside hydrolase RihC"
"chromosome","NC_016845.1",776010,776939,"-",11845726,,"KPHS_07360","YP_005225036.1",309,"putative HTH-type transcriptional regulator"
"chromosome","NC_016845.1",777032,777661,"+",11845727,,"KPHS_07370","YP_005225037.1",209,"alanyl-tRNA synthetase"
"chromosome","NC_016845.1",777667,778371,"-",11845728,,"KPHS_07380","YP_005225038.1",234,"putative transcriptional regulator"
"chromosome","NC_016845.1",778364,780079,"-",11845729,,"KPHS_07390","YP_005225039.1",571,"signal transduction histidine kinase regulating citrate/malate metabolism"
"chromosome","NC_016845.1",780164,781465,"-",11845730,,"KPHS_07400","YP_005225040.1",433,"sodium ion-translocating decarboxylase subunit beta"
"chromosome","NC_016845.1",781481,783265,"-",11845731,,"KPHS_07410","YP_005225041.1",594,"Oxaloacetate decarboxylase alpha chain"
"chromosome","NC_016845.1",783281,783532,"-",11845732,,"KPHS_07420","YP_005225042.1",83,"Oxaloacetate decarboxylase gamma chain"
"chromosome","NC_016845.1",783679,785019,"-",11845733,,"KPHS_07430","YP_005225043.1",446,"putative citrate-sodium symport"
"chromosome","NC_016845.1",785276,786304,"+",11845734,,"KPHS_07440","YP_005225044.1",342,"putative citrate lyase synthetase"
"chromosome","NC_016845.1",786335,786628,"+",11845735,,"KPHS_07450","YP_005225045.1",97,"citrate lyase subunit gamma"
"chromosome","NC_016845.1",786625,787494,"+",11845736,,"KPHS_07460","YP_005225046.1",289,"putative citrate lyase beta chain (acyl lyase subunit)"
"chromosome","NC_016845.1",787505,789031,"+",11845737,,"KPHS_07470","YP_005225047.1",508,"Citrate lyase alpha chaincitrate lyase alpha-subunit"
"chromosome","NC_016845.1",789050,789958,"+",11845738,,"KPHS_07480","YP_005225048.1",302,"putative modifier of citrate lyase protein"
"chromosome","NC_016845.1",790187,791008,"+",11845739,,"KPHS_07490","YP_005225049.1",273,"dihydrodipicolinate reductase"
"chromosome","NC_016845.1",791029,791163,"+",11845740,,"KPHS_07500","YP_005225050.1",44,"hypothetical protein KPHS_07500"
"chromosome","NC_016845.1",791245,791400,"-",11845741,,"KPHS_07510","YP_005225051.1",51,"hypothetical protein KPHS_07510"
"chromosome","NC_016845.1",791466,792614,"+",11845742,,"KPHS_07520","YP_005225052.1",382,"carbamoyl phosphate synthase small subunit"
"chromosome","NC_016845.1",792632,795856,"+",11845743,,"KPHS_07530","YP_005225053.1",1074,"carbamoyl phosphate synthase large subunit"
"chromosome","NC_016845.1",796026,796259,"+",11845744,,"KPHS_07540","YP_005225054.1",77,"YgdI/YgdR family lipoprotein"
"chromosome","NC_016845.1",796391,796924,"+",11845745,,"KPHS_07550","YP_005225055.1",177,"glutathione-regulated potassium-efflux system ancillary protein"
"chromosome","NC_016845.1",796917,798782,"+",11845746,,"KPHS_07560","YP_005225056.1",621,"glutathione-regulated potassium-efflux system protein KefC"
"chromosome","NC_016845.1",798956,799435,"+",11845747,,"KPHS_07570","YP_005225057.1",159,"dihydrofolate reductase"
"chromosome","NC_016845.1",799691,800539,"-",11845748,,"KPHS_07580","YP_005225058.1",282,"diadenosine tetraphosphatase"
"chromosome","NC_016845.1",800544,800921,"-",11845749,,"KPHS_07590","YP_005225059.1",125,"putative cytoplasmic protein"
"chromosome","NC_016845.1",800924,801745,"-",11845750,,"KPHS_07600","YP_005225060.1",273,"dimethyladenosine transferase"
"chromosome","NC_016845.1",801742,802731,"-",11845751,,"KPHS_07610","YP_005225061.1",329,"4-hydroxythreonine-4-phosphate dehydrogenase"
"chromosome","NC_016845.1",802737,804023,"-",11845752,,"KPHS_07620","YP_005225062.1",428,"peptidyl-prolyl cis-trans isomerase SurA"
"chromosome","NC_016845.1",804078,806393,"-",11845753,,"KPHS_07630","YP_005225063.1",771,"organic solvent tolerance protein"
"chromosome","NC_016845.1",806670,807497,"+",11845754,,"KPHS_07640","YP_005225064.1",275,"DNA-J like membrane chaperone protein"
"chromosome","NC_016845.1",807530,808228,"-",11845755,,"KPHS_07650","YP_005225065.1",232,"two-component response regulator"
"chromosome","NC_016845.1",808218,809843,"-",11845756,,"KPHS_07660","YP_005225066.1",541,"two-component sensor kinase"
"chromosome","NC_016845.1",810168,811532,"+",11845757,,"KPHS_07670","YP_005225067.1",454,"citrate/acetate antiporter"
"chromosome","NC_016845.1",811561,811749,"-",11845758,,"KPHS_07680","YP_005225068.1",62,"hypothetical protein KPHS_07680"
"chromosome","NC_016845.1",811712,812251,"+",11845759,,"KPHS_07690","YP_005225069.1",179,"phosphoribosyl-dephospho-CoA transferase"
"chromosome","NC_016845.1",812326,812985,"-",11845760,,"KPHS_07700","YP_005225070.1",219,"RluA family pseudouridine synthase"
"chromosome","NC_016845.1",812998,815841,"-",11845761,,"KPHS_07710","YP_005225071.1",947,"ATP-dependent helicase HepA"
"chromosome","NC_016845.1",816092,818449,"-",11845762,,"KPHS_07720","YP_005225072.1",785,"DNA polymerase II"
"chromosome","NC_016845.1",818625,819320,"-",11845763,,"KPHS_07730","YP_005225073.1",231,"L-ribulose-5-phosphate 4-epimerase"
"chromosome","NC_016845.1",819458,820960,"-",11845764,,"KPHS_07740","YP_005225074.1",500,"L-arabinose isomerase"
"chromosome","NC_016845.1",820971,822680,"-",11845765,,"KPHS_07750","YP_005225075.1",569,"ribulokinase"
"chromosome","NC_016845.1",822862,823032,"-",11845766,,"KPHS_07770","YP_005225076.1",56,"hypothetical protein KPHS_07770"
"chromosome","NC_016845.1",823018,823863,"+",11845767,,"KPHS_07760","YP_005225077.1",281,"DNA-binding transcriptional regulator AraC"
"chromosome","NC_016845.1",823992,824759,"+",11845768,,"KPHS_07780","YP_005225078.1",255,"DedA family protein"
"chromosome","NC_016845.1",824746,825447,"-",11845769,,"KPHS_07790","YP_005225079.1",233,"thiamine transport system ATP-binding component"
"chromosome","NC_016845.1",825431,827041,"-",11845770,,"KPHS_07800","YP_005225080.1",536,"thiamine/thiamine pyrophosphate ABC superfamily ATP binding cassette transporter, membrane protein"
"chromosome","NC_016845.1",827017,828000,"-",11845771,,"KPHS_07810","YP_005225081.1",327,"thiamin/thiamine pyrophosphate ABC superfamily ATP binding cassette transporter, binding protein"
"chromosome","NC_016845.1",828290,829945,"-",11845772,,"KPHS_07820","YP_005225082.1",551,"transcriptional regulator SgrR"
"chromosome","NC_016845.1",830033,830185,"+",11845773,,"KPHS_07830","YP_005225083.1",50,"glucose uptake inhibitor SgrT"
"chromosome","NC_016845.1",830273,830443,"+",11845774,,"KPHS_07840","YP_005225084.1",56,"hypothetical protein KPHS_07840"
"chromosome","NC_016845.1",830453,831637,"+",11845775,,"KPHS_07850","YP_005225085.1",394,"sugar efflux protein"
"chromosome","NC_016845.1",831671,832981,"-",11845776,,"KPHS_07860","YP_005225086.1",436,"major facilitator superfamily permease"
"chromosome","NC_016845.1",833213,834109,"+",11845777,,"KPHS_07870","YP_005225087.1",298,"putative LysR-family transcriptional regulator"
"chromosome","NC_016845.1",834147,834902,"-",11845778,,"KPHS_07880","YP_005225088.1",251,"3-dehydroquinate dehydratase"
"chromosome","NC_016845.1",834933,836147,"-",11845779,,"KPHS_07890","YP_005225089.1",404,"MFS family transporter"
"chromosome","NC_016845.1",836158,837021,"-",11845780,,"KPHS_07900","YP_005225090.1",287,"shikimate 5-dehydrogenase"
"chromosome","NC_016845.1",837033,839066,"-",11845781,,"KPHS_07910","YP_005225091.1",677,"2,4-dienoyl-CoA reductase"
"chromosome","NC_016845.1",839462,840067,"-",11845782,,"KPHS_07920","YP_005225092.1",201,"isopropylmalate isomerase small subunit"
"chromosome","NC_016845.1",840078,841478,"-",11845783,,"KPHS_07930","YP_005225093.1",466,"isopropylmalate isomerase large subunit"
"chromosome","NC_016845.1",841481,842572,"-",11845784,,"KPHS_07940","YP_005225094.1",363,"3-isopropylmalate dehydrogenase"
"chromosome","NC_016845.1",842572,844143,"-",11845785,,"KPHS_07950","YP_005225095.1",523,"2-isopropylmalate synthase"
"chromosome","NC_016845.1",844711,844830,"-",11845786,,"KPHS_07960","YP_005225096.1",39,"hypothetical protein KPHS_07960"
"chromosome","NC_016845.1",844939,845907,"+",11845787,,"KPHS_07970","YP_005225097.1",322,"leucine transcriptional activator"
"chromosome","NC_016845.1",846326,848026,"+",11845788,,"KPHS_07980","YP_005225098.1",566,"acetolactate synthase 3 catalytic subunit"
"chromosome","NC_016845.1",847999,848520,"+",11845789,,"KPHS_07990","YP_005225099.1",173,"acetolactate synthase III small subunit"
"chromosome","NC_016845.1",848701,849705,"+",11845790,,"KPHS_08000","YP_005225100.1",334,"LacI family transcriptional regulator"
"chromosome","NC_016845.1",850346,850804,"+",11845791,,"KPHS_08010","YP_005225101.1",152,"cell division protein MraZ"
"chromosome","NC_016845.1",850807,851748,"+",11845792,,"KPHS_08020","YP_005225102.1",313,"S-adenosyl-methyltransferase MraW"
"chromosome","NC_016845.1",851901,852110,"+",11845793,,"KPHS_08030","YP_005225103.1",69,"cell division protein FtsL, partial"
"chromosome","NC_016845.1",852126,853892,"+",11845794,,"KPHS_08040","YP_005225104.1",588,"division-specific transpeptidase, penicillin-binding protein 3"
"chromosome","NC_016845.1",853879,855366,"+",11845795,,"KPHS_08050","YP_005225105.1",495,"UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase"
"chromosome","NC_016845.1",855363,856721,"+",11845796,,"KPHS_08060","YP_005225106.1",452,"UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase"
"chromosome","NC_016845.1",856715,857797,"+",11845797,,"KPHS_08070","YP_005225107.1",360,"phospho-N-acetylmuramoyl-pentapeptide-transferase"
"chromosome","NC_016845.1",857800,859116,"+",11845798,,"KPHS_08080","YP_005225108.1",438,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase"
"chromosome","NC_016845.1",859116,860390,"+",11845799,,"KPHS_08090","YP_005225109.1",424,"cell division protein FtsW"
"chromosome","NC_016845.1",860387,861457,"+",11845800,,"KPHS_08100","YP_005225110.1",356,"N-acetylglucosaminyl transferase"
"chromosome","NC_016845.1",861454,861567,"-",11845801,,"KPHS_08110","YP_005225111.1",37,"hypothetical protein KPHS_08110"
"chromosome","NC_016845.1",861520,862980,"+",11845802,,"KPHS_08120","YP_005225112.1",486,"UDP-N-acetylmuramate--L-alanine ligase"
"chromosome","NC_016845.1",862973,863893,"+",11845803,,"KPHS_08130","YP_005225113.1",306,"D-alanine--D-alanine ligase"
"chromosome","NC_016845.1",863862,864725,"+",11845804,,"KPHS_08140","YP_005225114.1",287,"cell division protein FtsQ"
"chromosome","NC_016845.1",864722,865984,"+",11845805,,"KPHS_08150","YP_005225115.1",420,"cell division protein FtsA"
"chromosome","NC_016845.1",866047,867198,"+",11845806,,"KPHS_08160","YP_005225116.1",383,"cell division protein FtsZ"
"chromosome","NC_016845.1",867380,867535,"-",11845807,,"KPHS_08180","YP_005225117.1",51,"hypothetical protein KPHS_08180"
"chromosome","NC_016845.1",867512,868216,"+",11845808,,"KPHS_08170","YP_005225118.1",234,"UDP-3-O"
"chromosome","NC_016845.1",868548,869036,"+",11845809,,"KPHS_08190","YP_005225119.1",162,"secretion monitor"
"chromosome","NC_016845.1",869099,871804,"+",11845810,,"KPHS_08200","YP_005225120.1",901,"preprotein translocase subunit SecA"
"chromosome","NC_016845.1",871863,872255,"+",11845811,,"KPHS_08210","YP_005225121.1",130,"nucleoside triphosphate pyrophosphohydrolase"
"chromosome","NC_016845.1",872308,872502,"-",11845812,,"KPHS_08220","YP_005225122.1",64,"zinc-binding protein"
"chromosome","NC_016845.1",872512,873255,"-",11845813,,"KPHS_08230","YP_005225123.1",247,"cell division protein ZapD"
"chromosome","NC_016845.1",873255,873962,"-",11845814,,"KPHS_08240","YP_005225124.1",235,"dephospho-CoA kinase"
"chromosome","NC_016845.1",874031,874162,"+",11845815,,"KPHS_08250","YP_005225125.1",43,"hypothetical protein KPHS_08250"
"chromosome","NC_016845.1",874219,875262,"+",11845816,,"KPHS_08260","YP_005225126.1",347,"guanosine 5\\'-monophosphate oxidoreductase"
"chromosome","NC_016845.1",875299,876504,"-",11845817,,"KPHS_08270","YP_005225127.1",401,"type IV pilin biogenesis transmembrane protein"
"chromosome","NC_016845.1",876494,877879,"-",11845818,,"KPHS_08280","YP_005225128.1",461,"type II secretion system protein GspE"
"chromosome","NC_016845.1",877890,878321,"-",11845819,,"KPHS_08290","YP_005225129.1",143,"putative major pilin subunit"
"chromosome","NC_016845.1",878503,879396,"-",11845820,,"KPHS_08300","YP_005225130.1",297,"quinolinate phosphoribosyltransferase"
"chromosome","NC_016845.1",879530,880093,"+",11845821,,"KPHS_08310","YP_005225131.1",187,"N-acetyl-anhydromuramyl-L-alanine amidase"
"chromosome","NC_016845.1",880090,880944,"+",11845822,,"KPHS_08320","YP_005225132.1",284,"regulatory protein AmpE"
"chromosome","NC_016845.1",881180,882130,"-",11845823,,"KPHS_08330","YP_005225133.1",316,"alpha-N-arabinofuranosidase"
"chromosome","NC_016845.1",882130,883536,"-",11845824,,"KPHS_08340","YP_005225134.1",468,"putative permease of the Na+:galactoside symporter family"
"chromosome","NC_016845.1",883721,885091,"-",11845825,,"KPHS_08350","YP_005225135.1",456,"aromatic amino acid transporter"
"chromosome","NC_016845.1",885104,885217,"+",11845826,,"KPHS_08360","YP_005225136.1",37,"hypothetical protein KPHS_08360"
"chromosome","NC_016845.1",885735,886514,"+",11845827,,"KPHS_08370","YP_005225137.1",259,"transcriptional regulator PdhR"
"chromosome","NC_016845.1",886651,889314,"+",11845828,,"KPHS_08380","YP_005225138.1",887,"pyruvate dehydrogenase subunit E1"
"chromosome","NC_016845.1",889329,891227,"+",11845829,,"KPHS_08390","YP_005225139.1",632,"dihydrolipoamide acetyltransferase"
"chromosome","NC_016845.1",891434,892858,"+",11845830,,"KPHS_08400","YP_005225140.1",474,"dihydrolipoamide dehydrogenase"
"chromosome","NC_016845.1",893023,893307,"+",11845831,,"KPHS_08410","YP_005225141.1",94,"hypothetical protein KPHS_08410"
"chromosome","NC_016845.1",893353,894159,"-",11845832,,"KPHS_08420","YP_005225142.1",268,"DUF2950 family protein"
"chromosome","NC_016845.1",894171,895778,"-",11845833,,"KPHS_08430","YP_005225143.1",535,"DUF3300 domain-containing protein"
"chromosome","NC_016845.1",895871,895999,"+",11845834,,"KPHS_08440","YP_005225144.1",42,"hypothetical protein KPHS_08440"
"chromosome","NC_016845.1",896288,898807,"+",11845835,,"KPHS_08450","YP_005225145.1",839,"aconitate hydratase"
"chromosome","NC_016845.1",898994,899356,"+",11845836,,"KPHS_08460","YP_005225146.1",120,"YacL family protein"
"chromosome","NC_016845.1",899429,900223,"-",11845837,,"KPHS_08470","YP_005225147.1",264,"S-adenosylmethionine decarboxylase"
"chromosome","NC_016845.1",900248,901108,"-",11845838,,"KPHS_08480","YP_005225148.1",286,"spermidine synthase"
"chromosome","NC_016845.1",901258,902475,"-",11845839,,"KPHS_08490","YP_005225149.1",405,"FKBP-type peptidyl-prolyl cis-trans isomerase"
"chromosome","NC_016845.1",902508,903386,"-",11845840,,"KPHS_08500","YP_005225150.1",292,"integrase catalytic subunit"
"chromosome","NC_016845.1",903383,903625,"-",11845841,,"KPHS_08510","YP_005225151.1",80,"transposase IS3/IS911 family protein"
"chromosome","NC_016845.1",903749,904006,"-",11845842,,"KPHS_08520","YP_005225152.1",85,"hypothetical protein KPHS_08520"
"chromosome","NC_016845.1",904056,905024,"+",11845843,,"KPHS_08530","YP_005225153.1",322,"transposase InsC for insertion sequence IS903"
"chromosome","NC_016845.1",905070,905657,"-",11845844,,"KPHS_08540","YP_005225154.1",195,"hypothetical protein KPHS_08540"
"chromosome","NC_016845.1",905654,906064,"-",11845845,,"KPHS_08550","YP_005225155.1",136,"hypothetical protein KPHS_08550"
"chromosome","NC_016845.1",906312,906671,"-",11845846,,"KPHS_08560","YP_005225156.1",119,"YacC family pilotin-like protein"
"chromosome","NC_016845.1",906805,908403,"+",11845847,,"KPHS_08570","YP_005225157.1",532,"multicopper oxidase"
"chromosome","NC_016845.1",908487,910877,"-",11845848,,"KPHS_08580","YP_005225158.1",796,"glucose dehydrogenase"
"chromosome","NC_016845.1",910958,911077,"+",11845849,,"KPHS_08590","YP_005225159.1",39,"hypothetical protein KPHS_08590"
"chromosome","NC_016845.1",911082,911618,"+",11845850,,"KPHS_08600","YP_005225160.1",178,"hypoxanthine-guanine phosphoribosyltransferase"
"chromosome","NC_016845.1",911678,912292,"-",11845851,,"KPHS_08610","YP_005225161.1",204,"carbonate dehydratase"
"chromosome","NC_016845.1",912525,913451,"+",11845852,,"KPHS_08620","YP_005225162.1",308,"ATPase"
"chromosome","NC_016845.1",913451,914218,"+",11845853,,"KPHS_08630","YP_005225163.1",255,"ABC transporter permease"
"chromosome","NC_016845.1",914341,914781,"+",11845854,,"KPHS_08640","YP_005225164.1",146,"putative PTS enzyme II B component"
"chromosome","NC_016845.1",914840,916093,"+",11845855,,"KPHS_08650","YP_005225165.1",417,"polysaccharide deacetylase family protein"
"chromosome","NC_016845.1",916129,916506,"-",11845856,,"KPHS_08660","YP_005225166.1",125,"aspartate alpha-decarboxylase"
"chromosome","NC_016845.1",916602,917456,"-",11845857,,"KPHS_08670","YP_005225167.1",284,"pantoate--beta-alanine ligase"
"chromosome","NC_016845.1",917468,918259,"-",11845858,,"KPHS_08680","YP_005225168.1",263,"3-methyl-2-oxobutanoate hydroxymethyltransferase"
"chromosome","NC_016845.1",918380,918859,"-",11845859,,"KPHS_08690","YP_005225169.1",159,"2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase"
"chromosome","NC_016845.1",918856,920166,"-",11845860,,"KPHS_08700","YP_005225170.1",436,"poly(A) polymerase I"
"chromosome","NC_016845.1",920313,921194,"-",11845861,,"KPHS_08710","YP_005225171.1",293,"glutamyl-Q tRNA(Asp) synthetase"
"chromosome","NC_016845.1",921254,921709,"-",11845862,,"KPHS_08720","YP_005225172.1",151,"DnaK suppressor protein"
"chromosome","NC_016845.1",921872,922588,"-",11845863,,"KPHS_08730","YP_005225173.1",238,"sugar fermentation stimulation protein A"
"chromosome","NC_016845.1",922588,923124,"-",11845864,,"KPHS_08740","YP_005225174.1",178,"2\\'-5\\' RNA ligase"
"chromosome","NC_016845.1",923197,925626,"+",11845865,,"KPHS_08750","YP_005225175.1",809,"ATP-dependent helicase"
"chromosome","NC_016845.1",925674,926474,"-",11845866,,"KPHS_08760","YP_005225176.1",266,"pullulanase Q protein"
"chromosome","NC_016845.1",926471,927217,"-",11845867,,"KPHS_08770","YP_005225177.1",248,"pullulanase N protein"
"chromosome","NC_016845.1",927207,927692,"-",11845868,,"KPHS_08780","YP_005225178.1",161,"general secretion pathway protein M"
"chromosome","NC_016845.1",927685,928878,"-",11845869,,"KPHS_08790","YP_005225179.1",397,"pullulanase L protein"
"chromosome","NC_016845.1",928865,929818,"-",11845870,,"KPHS_08800","YP_005225180.1",317,"pullulanase-specific type II secretion system component K"
